Locator2,CollectDate,Month,Depth,ParmName,Units,Value,Mdl
807,06-02-96,2,A,Nitrate Nitrogen,mg/L,0.29,0.05
807,05-03-96,3,A,Nitrate Nitrogen,mg/L,0.3,0.05
807,20-03-96,3,A,Nitrate Nitrogen,mg/L,0.21,0.05
807,08-04-96,4,A,Nitrate Nitrogen,mg/L,0.08,0.05
807,23-04-96,4,A,Nitrate Nitrogen,mg/L,0.11,0.05
807,07-05-96,5,A,Nitrate Nitrogen,mg/L,0.16,0.05
807,22-05-96,5,A,Nitrate Nitrogen,mg/L,0.14,0.05
807,03-06-96,6,A,Nitrate Nitrogen,mg/L,0.16,0.05
807,17-06-96,6,A,Nitrate Nitrogen,mg/L,0.14,0.05
807,01-07-96,7,A,Nitrate Nitrogen,mg/L,0.1,0.05
807,05-08-96,8,A,Nitrate Nitrogen,mg/L,0.025,0.05
807,20-08-96,8,A,Nitrate Nitrogen,mg/L,0.025,0.05
807,04-09-96,9,A,Nitrate Nitrogen,mg/L,0.025,0.05
807,16-09-96,9,A,Nitrate Nitrogen,mg/L,0.025,0.05
807,03-10-96,10,A,Nitrate Nitrogen,mg/L,0.025,0.05
807,05-11-96,11,A,Nitrate Nitrogen,mg/L,0.12,0.05
807,03-12-96,12,A,Nitrate Nitrogen,mg/L,0.23,0.05
807,23-01-97,1,A,Nitrate Nitrogen,mg/L,0.37,0.05
807,04-02-97,2,A,Nitrate Nitrogen,mg/L,0.33,0.05
807,04-03-97,3,A,Nitrate Nitrogen,mg/L,0.3,0.05
807,01-04-97,4,A,Nitrate Nitrogen,mg/L,0.33,0.05
807,06-05-97,5,A,Nitrate Nitrogen,mg/L,0.22,0.05
807,04-06-97,6,A,Nitrate Nitrogen,mg/L,0.09,0.05
807,01-07-97,7,A,Nitrate Nitrogen,mg/L,0.08,0.05
807,05-08-97,8,A,Nitrate Nitrogen,mg/L,0.025,0.05
807,03-09-97,9,A,Nitrate Nitrogen,mg/L,0.025,0.05
807,07-10-97,10,A,Nitrate Nitrogen,mg/L,0.025,0.05
807,04-11-97,11,A,Nitrate Nitrogen,mg/L,0.13,0.05
807,02-12-97,12,A,Nitrate Nitrogen,mg/L,0.21,0.05
807,06-01-98,1,A,Nitrate Nitrogen,mg/L,0.32,0.05
807,02-02-98,2,A,Nitrate Nitrogen,mg/L,0.24,0.05
807,02-03-98,3,A,Nitrate Nitrogen,mg/L,0.31,0.05
807,07-04-98,4,A,Nitrate Nitrogen,mg/L,0.18,0.05
807,04-05-98,5,A,Nitrate Nitrogen,mg/L,0.2,0.05
807,02-06-98,6,A,Nitrate Nitrogen,mg/L,0.17,0.05
807,07-07-98,7,A,Nitrate Nitrogen,mg/L,0.1,0.02
807,04-08-98,8,A,Nitrate Nitrogen,mg/L,0.01,0.02
807,10-09-98,9,A,Nitrate Nitrogen,mg/L,0.01,0.02
807,06-10-98,10,A,Nitrate Nitrogen,mg/L,0.01,0.02
807,03-11-98,11,A,Nitrate Nitrogen,mg/L,0.03,0.02
807,30-11-98,11,A,Nitrate Nitrogen,mg/L,0.16,0.02
807,04-01-99,1,A,Nitrate Nitrogen,mg/L,0.26,0.02
807,01-02-99,2,A,Nitrate Nitrogen,mg/L,0.37,0.02
807,05-04-99,4,A,Nitrate Nitrogen,mg/L,0.29,0.02
807,03-05-99,5,A,Nitrate Nitrogen,mg/L,0.2,0.02
807,07-06-99,6,A,Nitrate Nitrogen,mg/L,0.13,0.02
807,06-07-99,7,A,Nitrate Nitrogen,mg/L,0.07,0.02
807,02-08-99,8,A,Nitrate Nitrogen,mg/L,0.01,0.02
807,07-09-99,9,A,Nitrate Nitrogen,mg/L,0.01,0.02
807,04-10-99,10,A,Nitrate Nitrogen,mg/L,0.03,0.02
807,01-11-99,11,A,Nitrate Nitrogen,mg/L,0.11,0.02
807,09-12-99,12,A,Nitrate Nitrogen,mg/L,0.27,0.02
807,03-01-00,1,A,Nitrate Nitrogen,mg/L,0.29,0.02
807,07-02-00,2,A,Nitrate Nitrogen,mg/L,0.3,0.02
807,06-03-00,3,A,Nitrate Nitrogen,mg/L,0.31,0.02
807,03-04-00,4,A,Nitrate Nitrogen,mg/L,0.24,0.02
807,01-05-00,5,A,Nitrate Nitrogen,mg/L,0.12,0.02
807,06-06-00,6,A,Nitrate Nitrogen,mg/L,0.03,0.02
807,03-07-00,7,A,Nitrate Nitrogen,mg/L,0.07,0.02
807,05-09-00,9,A,Nitrate Nitrogen,mg/L,0.01,0.02
807,02-10-00,10,A,Nitrate Nitrogen,mg/L,0.03,0.02
807,30-10-00,10,A,Nitrate Nitrogen,mg/L,0.06,0.02
807,29-01-01,1,A,Nitrate Nitrogen,mg/L,0.18,0.02
807,02-04-01,4,A,Nitrate Nitrogen,mg/L,0.13,0.02
807,29-05-01,5,A,Nitrate Nitrogen,mg/L,0.01,0.02
807,03-07-01,7,A,Nitrate Nitrogen,mg/L,0.01,0.02
807,04-09-01,9,A,Nitrate Nitrogen,mg/L,0.01,0.02
807,01-10-01,10,A,Nitrate Nitrogen,mg/L,0.01,0.02
807,05-11-01,11,A,Nitrate Nitrogen,mg/L,0.06,0.02
807,07-01-02,1,A,Nitrate Nitrogen,mg/L,0.25,0.02
807,29-01-02,1,A,Nitrate Nitrogen,mg/L,0.24,0.02
807,04-03-02,3,A,Nitrate Nitrogen,mg/L,0.24,0.02
807,01-04-02,4,A,Nitrate Nitrogen,mg/L,0.16,0.02
807,05-08-02,8,A,Nitrate Nitrogen,mg/L,0.01,0.02
807,03-09-02,9,A,Nitrate Nitrogen,mg/L,0.01,0.02
807,08-10-02,10,A,Nitrate Nitrogen,mg/L,0.01,0.02
807,05-11-02,11,A,Nitrate Nitrogen,mg/L,0.01,0.02
807,02-12-02,12,A,Nitrate Nitrogen,mg/L,0.07,0.02
807,06-01-03,1,A,Nitrate Nitrogen,mg/L,0.18,0.02
807,04-02-03,2,A,Nitrate Nitrogen,mg/L,0.2,0.02
807,09-04-03,4,A,Nitrate Nitrogen,mg/L,0.1,0.02
807,05-05-03,5,A,Nitrate Nitrogen,mg/L,0.06,0.02
807,02-06-03,6,A,Nitrate Nitrogen,mg/L,0.02,0.02
807,07-07-03,7,A,Nitrate Nitrogen,mg/L,0.01,0.02
807,04-08-03,8,A,Nitrate Nitrogen,mg/L,0.01,0.02
807,02-09-03,9,A,Nitrate Nitrogen,mg/L,0.01,0.02
807,07-10-03,10,A,Nitrate Nitrogen,mg/L,0.01,0.02
814,14-04-82,4,A,Nitrate Nitrogen,mg/L,0.24,
814,29-04-82,4,A,Nitrate Nitrogen,mg/L,0.23,
814,11-05-82,5,A,Nitrate Nitrogen,mg/L,0.13,
814,24-05-82,5,A,Nitrate Nitrogen,mg/L,0.09,
814,07-06-82,6,A,Nitrate Nitrogen,mg/L,0.11,
814,28-06-82,6,A,Nitrate Nitrogen,mg/L,0.03,
814,13-07-82,7,A,Nitrate Nitrogen,mg/L,0.04,
814,26-07-82,7,A,Nitrate Nitrogen,mg/L,0.01,
814,09-08-82,8,A,Nitrate Nitrogen,mg/L,0.01,
814,23-08-82,8,A,Nitrate Nitrogen,mg/L,0.04,
814,27-09-82,9,A,Nitrate Nitrogen,mg/L,0.008,
814,11-10-82,10,A,Nitrate Nitrogen,mg/L,0.03,
814,27-10-82,10,A,Nitrate Nitrogen,mg/L,0.33,
814,09-11-82,11,A,Nitrate Nitrogen,mg/L,0.19,
814,22-11-82,11,A,Nitrate Nitrogen,mg/L,0.2,
814,07-12-82,12,A,Nitrate Nitrogen,mg/L,0.84,
814,20-12-82,12,A,Nitrate Nitrogen,mg/L,0.45,
814,17-01-83,1,A,Nitrate Nitrogen,mg/L,0.38,
814,08-02-83,2,A,Nitrate Nitrogen,mg/L,0.33,
814,22-02-83,2,A,Nitrate Nitrogen,mg/L,0.48,
814,07-03-83,3,A,Nitrate Nitrogen,mg/L,0.38,
814,21-03-83,3,A,Nitrate Nitrogen,mg/L,0.28,
814,03-04-84,4,A,Nitrate Nitrogen,mg/L,0.18,
814,17-04-84,4,A,Nitrate Nitrogen,mg/L,0.16,
814,08-05-84,5,A,Nitrate Nitrogen,mg/L,0.2,
814,24-05-84,5,A,Nitrate Nitrogen,mg/L,0.16,
814,06-06-84,6,A,Nitrate Nitrogen,mg/L,0.12,
814,20-06-84,6,A,Nitrate Nitrogen,mg/L,0.12,
814,11-07-84,7,A,Nitrate Nitrogen,mg/L,0.08,
814,25-07-84,7,A,Nitrate Nitrogen,mg/L,0.02,
814,08-08-84,8,A,Nitrate Nitrogen,mg/L,0.005,
814,21-08-84,8,A,Nitrate Nitrogen,mg/L,0.005,
814,11-09-84,9,A,Nitrate Nitrogen,mg/L,0.03,
814,25-09-84,9,A,Nitrate Nitrogen,mg/L,0.02,
814,09-10-84,10,A,Nitrate Nitrogen,mg/L,0.02,
814,23-10-84,10,A,Nitrate Nitrogen,mg/L,0.05,
814,06-11-84,11,A,Nitrate Nitrogen,mg/L,0.13,
814,28-11-84,11,A,Nitrate Nitrogen,mg/L,0.24,
814,04-12-84,12,A,Nitrate Nitrogen,mg/L,0.24,
814,26-12-84,12,A,Nitrate Nitrogen,mg/L,0.26,
814,08-01-85,1,A,Nitrate Nitrogen,mg/L,0.24,
814,29-01-85,1,A,Nitrate Nitrogen,mg/L,0.27,
814,05-02-85,2,A,Nitrate Nitrogen,mg/L,0.3,
814,19-02-85,2,A,Nitrate Nitrogen,mg/L,0.27,
814,12-03-85,3,A,Nitrate Nitrogen,mg/L,0.25,
814,26-03-85,3,A,Nitrate Nitrogen,mg/L,0.23,
814,09-04-85,4,A,Nitrate Nitrogen,mg/L,0.2,
814,25-04-85,4,A,Nitrate Nitrogen,mg/L,0.19,
814,08-05-85,5,A,Nitrate Nitrogen,mg/L,0.12,
814,21-05-85,5,A,Nitrate Nitrogen,mg/L,0.07,
814,05-06-85,6,A,Nitrate Nitrogen,mg/L,0.08,
814,18-06-85,6,A,Nitrate Nitrogen,mg/L,0.07,
814,02-07-85,7,A,Nitrate Nitrogen,mg/L,0.001,
814,23-07-85,7,A,Nitrate Nitrogen,mg/L,0.001,
814,06-08-85,8,A,Nitrate Nitrogen,mg/L,0.001,
814,20-08-85,8,A,Nitrate Nitrogen,mg/L,0.001,
814,10-09-85,9,A,Nitrate Nitrogen,mg/L,0.001,
814,24-09-85,9,A,Nitrate Nitrogen,mg/L,0.001,
814,08-10-85,10,A,Nitrate Nitrogen,mg/L,0.001,
814,23-10-85,10,A,Nitrate Nitrogen,mg/L,0.04,
814,13-11-85,11,A,Nitrate Nitrogen,mg/L,0.12,
814,04-12-85,12,A,Nitrate Nitrogen,mg/L,0.2,
814,17-12-85,12,A,Nitrate Nitrogen,mg/L,0.2,
814,07-01-86,1,A,Nitrate Nitrogen,mg/L,0.2,
814,21-01-86,1,A,Nitrate Nitrogen,mg/L,0.27,
814,04-02-86,2,A,Nitrate Nitrogen,mg/L,0.25,
814,24-02-86,2,A,Nitrate Nitrogen,mg/L,0.26,
814,11-03-86,3,A,Nitrate Nitrogen,mg/L,0.2,
814,25-03-86,3,A,Nitrate Nitrogen,mg/L,0.14,
814,08-04-86,4,A,Nitrate Nitrogen,mg/L,0.1,
814,22-04-86,4,A,Nitrate Nitrogen,mg/L,0.14,
814,06-05-86,5,A,Nitrate Nitrogen,mg/L,0.14,
814,20-05-86,5,A,Nitrate Nitrogen,mg/L,0.12,
814,03-06-86,6,A,Nitrate Nitrogen,mg/L,0.08,
814,17-06-86,6,A,Nitrate Nitrogen,mg/L,0.05,
814,08-07-86,7,A,Nitrate Nitrogen,mg/L,0.001,
814,22-07-86,7,A,Nitrate Nitrogen,mg/L,0.001,
814,05-08-86,8,A,Nitrate Nitrogen,mg/L,0.001,
814,19-08-86,8,A,Nitrate Nitrogen,mg/L,0.001,
814,08-09-86,9,A,Nitrate Nitrogen,mg/L,0.001,
814,23-09-86,9,A,Nitrate Nitrogen,mg/L,0.001,
814,07-10-86,10,A,Nitrate Nitrogen,mg/L,0.002,
814,21-10-86,10,A,Nitrate Nitrogen,mg/L,0.001,
814,03-11-86,11,A,Nitrate Nitrogen,mg/L,0.02,
814,19-11-86,11,A,Nitrate Nitrogen,mg/L,0.06,
814,02-12-86,12,A,Nitrate Nitrogen,mg/L,0.13,
814,16-12-86,12,A,Nitrate Nitrogen,mg/L,0.2,
814,06-01-87,1,A,Nitrate Nitrogen,mg/L,0.21,
814,03-02-87,2,A,Nitrate Nitrogen,mg/L,0.24,
814,03-03-87,3,A,Nitrate Nitrogen,mg/L,0.27,
814,24-03-87,3,A,Nitrate Nitrogen,mg/L,0.18,
814,07-04-87,4,A,Nitrate Nitrogen,mg/L,0.1,
814,21-04-87,4,A,Nitrate Nitrogen,mg/L,0.09,
814,05-05-87,5,A,Nitrate Nitrogen,mg/L,0.06,
814,19-05-87,5,A,Nitrate Nitrogen,mg/L,0.05,
814,02-06-87,6,A,Nitrate Nitrogen,mg/L,0.05,
814,16-06-87,6,A,Nitrate Nitrogen,mg/L,0.03,
814,07-07-87,7,A,Nitrate Nitrogen,mg/L,0.004,
814,21-07-87,7,A,Nitrate Nitrogen,mg/L,0.001,
814,04-08-87,8,A,Nitrate Nitrogen,mg/L,0.001,
814,18-08-87,8,A,Nitrate Nitrogen,mg/L,0.001,
814,08-09-87,9,A,Nitrate Nitrogen,mg/L,0.001,
814,22-09-87,9,A,Nitrate Nitrogen,mg/L,0.001,
814,06-10-87,10,A,Nitrate Nitrogen,mg/L,0.003,
814,20-10-87,10,A,Nitrate Nitrogen,mg/L,0.005,
814,03-11-87,11,A,Nitrate Nitrogen,mg/L,0.01,
814,17-11-87,11,A,Nitrate Nitrogen,mg/L,0.02,
814,08-12-87,12,A,Nitrate Nitrogen,mg/L,0.1,
814,05-01-88,1,A,Nitrate Nitrogen,mg/L,0.18,
814,02-02-88,2,A,Nitrate Nitrogen,mg/L,0.21,
814,01-03-88,3,A,Nitrate Nitrogen,mg/L,0.13,
814,22-03-88,3,A,Nitrate Nitrogen,mg/L,0.13,
814,05-04-88,4,A,Nitrate Nitrogen,mg/L,0.16,
814,19-04-88,4,A,Nitrate Nitrogen,mg/L,0.14,
814,02-05-88,5,A,Nitrate Nitrogen,mg/L,0.13,
814,17-05-88,5,A,Nitrate Nitrogen,mg/L,0.13,
814,07-06-88,6,A,Nitrate Nitrogen,mg/L,0.12,
814,21-06-88,6,A,Nitrate Nitrogen,mg/L,0.04,
814,05-07-88,7,A,Nitrate Nitrogen,mg/L,0.001,
814,19-07-88,7,A,Nitrate Nitrogen,mg/L,0.009,
814,02-08-88,8,A,Nitrate Nitrogen,mg/L,0.001,
814,16-08-88,8,A,Nitrate Nitrogen,mg/L,0.008,
814,06-09-88,9,A,Nitrate Nitrogen,mg/L,0.007,
814,20-09-88,9,A,Nitrate Nitrogen,mg/L,0.01,
814,03-10-88,10,A,Nitrate Nitrogen,mg/L,0.001,
814,18-10-88,10,A,Nitrate Nitrogen,mg/L,0.02,
814,07-11-88,11,A,Nitrate Nitrogen,mg/L,0.07,
814,29-11-88,11,A,Nitrate Nitrogen,mg/L,0.15,
814,13-12-88,12,A,Nitrate Nitrogen,mg/L,0.009,
814,17-01-89,1,A,Nitrate Nitrogen,mg/L,0.25,
814,07-02-89,2,A,Nitrate Nitrogen,mg/L,0.29,
814,07-03-89,3,A,Nitrate Nitrogen,mg/L,0.27,
814,20-03-89,3,A,Nitrate Nitrogen,mg/L,0.25,
814,04-04-89,4,A,Nitrate Nitrogen,mg/L,0.23,
814,18-04-89,4,A,Nitrate Nitrogen,mg/L,0.1,
814,09-05-89,5,A,Nitrate Nitrogen,mg/L,0.03,
814,23-05-89,5,A,Nitrate Nitrogen,mg/L,0.01,
814,06-06-89,6,A,Nitrate Nitrogen,mg/L,0.01,
814,11-07-89,7,A,Nitrate Nitrogen,mg/L,0.005,
814,07-08-89,8,A,Nitrate Nitrogen,mg/L,0.003,
814,05-09-89,9,A,Nitrate Nitrogen,mg/L,0.001,
814,10-10-89,10,A,Nitrate Nitrogen,mg/L,0.04,
814,07-11-89,11,A,Nitrate Nitrogen,mg/L,0.05,
814,05-12-89,12,A,Nitrate Nitrogen,mg/L,0.17,
814,02-01-90,1,A,Nitrate Nitrogen,mg/L,0.24,
814,13-02-90,2,A,Nitrate Nitrogen,mg/L,0.27,
814,05-03-90,3,A,Nitrate Nitrogen,mg/L,0.3,
814,21-03-90,3,A,Nitrate Nitrogen,mg/L,0.29,
814,02-04-90,4,A,Nitrate Nitrogen,mg/L,0.13,
814,16-04-90,4,A,Nitrate Nitrogen,mg/L,0.07,
814,07-05-90,5,A,Nitrate Nitrogen,mg/L,0.06,
814,21-05-90,5,A,Nitrate Nitrogen,mg/L,0.03,
814,04-06-90,6,A,Nitrate Nitrogen,mg/L,0.02,
814,10-07-90,7,A,Nitrate Nitrogen,mg/L,0.025,0.05
814,07-08-90,8,A,Nitrate Nitrogen,mg/L,0.025,0.05
814,04-09-90,9,A,Nitrate Nitrogen,mg/L,0.025,0.05
814,09-10-90,10,A,Nitrate Nitrogen,mg/L,0.025,0.05
814,06-11-90,11,A,Nitrate Nitrogen,mg/L,0.08,
814,08-01-91,1,A,Nitrate Nitrogen,mg/L,0.29,
814,06-02-91,2,A,Nitrate Nitrogen,mg/L,0.3,
814,04-03-91,3,A,Nitrate Nitrogen,mg/L,0.31,
814,18-03-91,3,A,Nitrate Nitrogen,mg/L,0.25,
814,01-04-91,4,A,Nitrate Nitrogen,mg/L,0.25,
814,15-04-91,4,A,Nitrate Nitrogen,mg/L,0.2,
814,14-05-91,5,A,Nitrate Nitrogen,mg/L,0.09,
814,28-05-91,5,A,Nitrate Nitrogen,mg/L,0.09,
814,11-06-91,6,A,Nitrate Nitrogen,mg/L,0.09,
814,01-07-91,7,A,Nitrate Nitrogen,mg/L,0.08,
814,06-08-91,8,A,Nitrate Nitrogen,mg/L,0.025,0.05
814,24-09-91,9,A,Nitrate Nitrogen,mg/L,0.025,0.05
814,07-10-91,10,A,Nitrate Nitrogen,mg/L,0.025,0.05
814,04-11-91,11,A,Nitrate Nitrogen,mg/L,0.08,
814,02-12-91,12,A,Nitrate Nitrogen,mg/L,0.14,
814,07-01-92,1,A,Nitrate Nitrogen,mg/L,0.22,
814,04-02-92,2,A,Nitrate Nitrogen,mg/L,0.24,
814,02-03-92,3,A,Nitrate Nitrogen,mg/L,0.21,
814,23-03-92,3,A,Nitrate Nitrogen,mg/L,0.14,
814,06-04-92,4,A,Nitrate Nitrogen,mg/L,0.08,
814,20-04-92,4,A,Nitrate Nitrogen,mg/L,0.025,0.05
814,04-05-92,5,A,Nitrate Nitrogen,mg/L,0.025,0.05
814,18-05-92,5,A,Nitrate Nitrogen,mg/L,0.025,0.05
814,01-06-92,6,A,Nitrate Nitrogen,mg/L,0.025,0.05
814,03-08-92,8,A,Nitrate Nitrogen,mg/L,0.025,0.05
814,08-09-92,9,A,Nitrate Nitrogen,mg/L,0.025,0.05
814,05-10-92,10,A,Nitrate Nitrogen,mg/L,0.06,
814,02-11-92,11,A,Nitrate Nitrogen,mg/L,0.11,
814,01-12-92,12,A,Nitrate Nitrogen,mg/L,0.12,0.05
814,04-01-93,1,A,Nitrate Nitrogen,mg/L,0.16,0.05
814,01-02-93,2,A,Nitrate Nitrogen,mg/L,0.18,0.05
814,01-03-93,3,A,Nitrate Nitrogen,mg/L,0.21,0.05
814,16-03-93,3,A,Nitrate Nitrogen,mg/L,0.13,0.05
814,05-04-93,4,A,Nitrate Nitrogen,mg/L,0.06,0.05
814,19-04-93,4,A,Nitrate Nitrogen,mg/L,0.025,0.05
814,03-05-93,5,A,Nitrate Nitrogen,mg/L,0.08,0.05
814,25-05-93,5,A,Nitrate Nitrogen,mg/L,0.08,0.05
814,07-06-93,6,A,Nitrate Nitrogen,mg/L,0.04,0.006
814,06-07-93,7,A,Nitrate Nitrogen,mg/L,0.03,0.006
814,02-08-93,8,A,Nitrate Nitrogen,mg/L,0.04,0.006
814,07-09-93,9,A,Nitrate Nitrogen,mg/L,0.01,0.006
814,04-10-93,10,A,Nitrate Nitrogen,mg/L,0.003,0.006
814,01-11-93,11,A,Nitrate Nitrogen,mg/L,0.02,0.006
814,07-12-93,12,A,Nitrate Nitrogen,mg/L,0.14,0.05
814,05-01-94,1,A,Nitrate Nitrogen,mg/L,0.18,0.05
814,15-02-94,2,A,Nitrate Nitrogen,mg/L,0.18,0.05
814,07-03-94,3,A,Nitrate Nitrogen,mg/L,0.23,0.05
814,21-03-94,3,A,Nitrate Nitrogen,mg/L,0.17,0.05
814,04-04-94,4,A,Nitrate Nitrogen,mg/L,0.07,0.05
814,18-04-94,4,A,Nitrate Nitrogen,mg/L,0.05,0.05
814,02-05-94,5,A,Nitrate Nitrogen,mg/L,0.025,0.05
814,23-05-94,5,A,Nitrate Nitrogen,mg/L,0.025,0.05
814,06-06-94,6,A,Nitrate Nitrogen,mg/L,0.025,0.05
814,05-07-94,7,A,Nitrate Nitrogen,mg/L,0.025,0.05
814,03-08-94,8,A,Nitrate Nitrogen,mg/L,0.025,0.05
814,06-09-94,9,A,Nitrate Nitrogen,mg/L,0.025,0.05
814,03-10-94,10,A,Nitrate Nitrogen,mg/L,0.025,0.05
814,02-11-94,11,A,Nitrate Nitrogen,mg/L,0.025,0.05
814,05-12-94,12,A,Nitrate Nitrogen,mg/L,0.14,0.05
814,19-01-95,1,A,Nitrate Nitrogen,mg/L,0.22,0.05
814,06-02-95,2,A,Nitrate Nitrogen,mg/L,0.2,0.05
814,06-03-95,3,A,Nitrate Nitrogen,mg/L,0.21,0.05
814,20-03-95,3,A,Nitrate Nitrogen,mg/L,0.13,0.05
814,03-04-95,4,A,Nitrate Nitrogen,mg/L,0.025,0.05
814,17-04-95,4,A,Nitrate Nitrogen,mg/L,0.08,0.05
814,01-05-95,5,A,Nitrate Nitrogen,mg/L,0.025,0.05
814,15-05-95,5,A,Nitrate Nitrogen,mg/L,0.025,0.05
814,06-06-95,6,A,Nitrate Nitrogen,mg/L,0.025,0.05
814,11-07-95,7,A,Nitrate Nitrogen,mg/L,0.025,0.05
814,02-08-95,8,A,Nitrate Nitrogen,mg/L,0.025,0.05
814,11-09-95,9,A,Nitrate Nitrogen,mg/L,0.025,0.05
814,04-10-95,10,A,Nitrate Nitrogen,mg/L,0.025,0.05
814,06-11-95,11,A,Nitrate Nitrogen,mg/L,0.025,0.05
814,04-12-95,12,A,Nitrate Nitrogen,mg/L,0.14,0.05
814,02-01-96,1,A,Nitrate Nitrogen,mg/L,0.21,0.05
814,06-02-96,2,A,Nitrate Nitrogen,mg/L,0.27,0.05
814,05-03-96,3,A,Nitrate Nitrogen,mg/L,0.28,0.05
814,20-03-96,3,A,Nitrate Nitrogen,mg/L,0.21,0.05
814,08-04-96,4,A,Nitrate Nitrogen,mg/L,0.09,0.05
814,23-04-96,4,A,Nitrate Nitrogen,mg/L,0.11,0.05
814,07-05-96,5,A,Nitrate Nitrogen,mg/L,0.14,0.05
814,22-05-96,5,A,Nitrate Nitrogen,mg/L,0.11,0.05
814,03-06-96,6,A,Nitrate Nitrogen,mg/L,0.11,0.05
814,17-06-96,6,A,Nitrate Nitrogen,mg/L,0.12,0.05
814,01-07-96,7,A,Nitrate Nitrogen,mg/L,0.09,0.05
814,05-08-96,8,A,Nitrate Nitrogen,mg/L,0.025,0.05
814,20-08-96,8,A,Nitrate Nitrogen,mg/L,0.025,0.05
814,04-09-96,9,A,Nitrate Nitrogen,mg/L,0.025,0.05
814,16-09-96,9,A,Nitrate Nitrogen,mg/L,0.025,0.05
814,03-10-96,10,A,Nitrate Nitrogen,mg/L,0.025,0.05
814,05-11-96,11,A,Nitrate Nitrogen,mg/L,0.12,0.05
814,03-12-96,12,A,Nitrate Nitrogen,mg/L,0.21,0.05
814,23-01-97,1,A,Nitrate Nitrogen,mg/L,0.29,0.05
814,04-02-97,2,A,Nitrate Nitrogen,mg/L,0.32,0.05
814,04-03-97,3,A,Nitrate Nitrogen,mg/L,0.26,0.05
814,01-04-97,4,A,Nitrate Nitrogen,mg/L,0.3,0.05
814,06-05-97,5,A,Nitrate Nitrogen,mg/L,0.19,0.05
814,04-06-97,6,A,Nitrate Nitrogen,mg/L,0.09,0.05
814,01-07-97,7,A,Nitrate Nitrogen,mg/L,0.025,0.05
814,05-08-97,8,A,Nitrate Nitrogen,mg/L,0.025,0.05
814,03-09-97,9,A,Nitrate Nitrogen,mg/L,0.025,0.05
814,07-10-97,10,A,Nitrate Nitrogen,mg/L,0.025,0.05
814,02-12-97,12,A,Nitrate Nitrogen,mg/L,0.2,0.05
814,06-01-98,1,A,Nitrate Nitrogen,mg/L,0.24,0.05
814,02-02-98,2,A,Nitrate Nitrogen,mg/L,0.26,0.05
814,02-03-98,3,A,Nitrate Nitrogen,mg/L,0.25,0.05
814,07-04-98,4,A,Nitrate Nitrogen,mg/L,0.18,0.05
814,04-05-98,5,A,Nitrate Nitrogen,mg/L,0.14,0.05
814,02-06-98,6,A,Nitrate Nitrogen,mg/L,0.15,0.05
814,07-07-98,7,A,Nitrate Nitrogen,mg/L,0.1,0.02
814,04-08-98,8,A,Nitrate Nitrogen,mg/L,0.02,0.02
814,10-09-98,9,A,Nitrate Nitrogen,mg/L,0.01,0.02
814,06-10-98,10,A,Nitrate Nitrogen,mg/L,0.01,0.02
814,03-11-98,11,A,Nitrate Nitrogen,mg/L,0.04,0.02
814,30-11-98,11,A,Nitrate Nitrogen,mg/L,0.16,0.02
814,04-01-99,1,A,Nitrate Nitrogen,mg/L,0.27,0.02
814,01-02-99,2,A,Nitrate Nitrogen,mg/L,0.28,0.02
814,02-03-99,3,A,Nitrate Nitrogen,mg/L,0.32,0.02
814,05-04-99,4,A,Nitrate Nitrogen,mg/L,0.3,0.02
814,07-06-99,6,A,Nitrate Nitrogen,mg/L,0.12,0.02
814,02-08-99,8,A,Nitrate Nitrogen,mg/L,0.01,0.02
814,09-12-99,12,A,Nitrate Nitrogen,mg/L,0.25,0.02
814,03-01-00,1,A,Nitrate Nitrogen,mg/L,0.28,0.02
814,07-02-00,2,A,Nitrate Nitrogen,mg/L,0.29,0.02
814,06-03-00,3,A,Nitrate Nitrogen,mg/L,0.28,0.02
814,03-04-00,4,A,Nitrate Nitrogen,mg/L,0.15,0.02
814,01-05-00,5,A,Nitrate Nitrogen,mg/L,0.14,0.02
814,06-06-00,6,A,Nitrate Nitrogen,mg/L,0.03,0.02
814,03-07-00,7,A,Nitrate Nitrogen,mg/L,0.06,0.02
814,07-08-00,8,A,Nitrate Nitrogen,mg/L,0.01,0.02
814,05-09-00,9,A,Nitrate Nitrogen,mg/L,0.01,0.02
814,02-10-00,10,A,Nitrate Nitrogen,mg/L,0.03,0.02
814,30-10-00,10,A,Nitrate Nitrogen,mg/L,0.05,0.02
814,05-12-00,12,A,Nitrate Nitrogen,mg/L,0.12,0.02
814,29-01-01,1,A,Nitrate Nitrogen,mg/L,0.19,0.02
814,02-04-01,4,A,Nitrate Nitrogen,mg/L,0.12,0.02
814,01-05-01,5,A,Nitrate Nitrogen,mg/L,0.07,0.02
814,29-05-01,5,A,Nitrate Nitrogen,mg/L,0.01,0.02
814,03-07-01,7,A,Nitrate Nitrogen,mg/L,0.01,0.02
814,04-09-01,9,A,Nitrate Nitrogen,mg/L,0.01,0.02
814,05-11-01,11,A,Nitrate Nitrogen,mg/L,0.07,0.02
814,07-01-02,1,A,Nitrate Nitrogen,mg/L,0.21,0.02
814,29-01-02,1,A,Nitrate Nitrogen,mg/L,0.22,0.02
814,04-03-02,3,A,Nitrate Nitrogen,mg/L,0.24,0.02
814,01-04-02,4,A,Nitrate Nitrogen,mg/L,0.15,0.02
814,06-05-02,5,A,Nitrate Nitrogen,mg/L,0.1,0.02
