Locator2,CollectDate,Month,Depth,ParmName,Units,Value,Mdl
817,06-08-01,8,A,Conductivity,umhos/cm,102,
817,20-08-01,8,A,Conductivity,umhos/cm,104.4,
817,04-09-01,9,A,Conductivity,umhos/cm,101,
817,17-09-01,9,A,Conductivity,umhos/cm,91.8,
817,03-12-01,12,A,Conductivity,umhos/cm,95.5,
817,07-01-02,1,A,Conductivity,umhos/cm,94.7,
817,29-01-02,1,A,Conductivity,umhos/cm,95.7,
817,04-03-02,3,A,Conductivity,umhos/cm,97.8,
817,01-04-02,4,A,Conductivity,umhos/cm,96.4,
817,06-05-02,5,A,Conductivity,umhos/cm,87.6,
817,20-05-02,5,A,Conductivity,umhos/cm,97.6,
817,03-06-02,6,A,Conductivity,umhos/cm,95.9,
817,01-07-02,7,A,Conductivity,umhos/cm,98.2,
817,15-07-02,7,A,Conductivity,umhos/cm,96.6,
817,20-08-02,8,A,Conductivity,umhos/cm,98.7,
817,03-09-02,9,A,Conductivity,umhos/cm,98.3,
817,16-09-02,9,A,Conductivity,umhos/cm,101.6,
817,08-10-02,10,A,Conductivity,umhos/cm,102,
817,05-11-02,11,A,Conductivity,umhos/cm,99.5,
817,02-12-02,12,A,Conductivity,umhos/cm,98.9,
817,04-02-03,2,A,Conductivity,umhos/cm,93.7,
817,03-03-03,3,A,Conductivity,umhos/cm,101,
817,20-03-03,3,A,Conductivity,umhos/cm,99.1,
817,09-04-03,4,A,Conductivity,umhos/cm,98.6,
817,22-04-03,4,A,Conductivity,umhos/cm,102.9,
817,05-05-03,5,A,Conductivity,umhos/cm,99.8,
817,02-06-03,6,A,Conductivity,umhos/cm,99.7,
817,02-09-03,9,A,Conductivity,umhos/cm,102,
817,07-10-03,10,A,Conductivity,umhos/cm,105,
817,07-10-03,10,A,Conductivity,umhos/cm,105,
826,28-06-82,6,A,Conductivity,umhos/cm,89,
826,13-07-82,7,A,Conductivity,umhos/cm,95,
826,26-07-82,7,A,Conductivity,umhos/cm,94,
826,23-08-82,8,A,Conductivity,umhos/cm,90,
826,07-09-82,9,A,Conductivity,umhos/cm,88,
826,27-09-82,9,A,Conductivity,umhos/cm,83,
826,27-10-82,10,A,Conductivity,umhos/cm,91,
826,09-11-82,11,A,Conductivity,umhos/cm,90,
826,22-11-82,11,A,Conductivity,umhos/cm,91,
826,07-12-82,12,A,Conductivity,umhos/cm,92,
826,20-12-82,12,A,Conductivity,umhos/cm,83,
826,17-01-83,1,A,Conductivity,umhos/cm,93,
826,08-02-83,2,A,Conductivity,umhos/cm,96,
826,22-02-83,2,A,Conductivity,umhos/cm,89,
826,13-04-83,4,A,Conductivity,umhos/cm,76,
826,27-04-83,4,A,Conductivity,umhos/cm,81,
826,11-05-83,5,A,Conductivity,umhos/cm,67,
826,25-05-83,5,A,Conductivity,umhos/cm,87,
826,08-06-83,6,A,Conductivity,umhos/cm,84,
826,22-06-83,6,A,Conductivity,umhos/cm,94,
826,07-07-83,7,A,Conductivity,umhos/cm,88,
826,27-07-83,7,A,Conductivity,umhos/cm,96,
826,11-08-83,8,A,Conductivity,umhos/cm,95,
826,24-08-83,8,A,Conductivity,umhos/cm,96,
826,14-09-83,9,A,Conductivity,umhos/cm,92,
826,28-09-83,9,A,Conductivity,umhos/cm,95,
826,12-10-83,10,A,Conductivity,umhos/cm,90,
826,26-10-83,10,A,Conductivity,umhos/cm,90,
826,09-11-83,11,A,Conductivity,umhos/cm,88,
826,22-11-83,11,A,Conductivity,umhos/cm,86,
826,07-12-83,12,A,Conductivity,umhos/cm,90,
826,11-01-84,1,A,Conductivity,umhos/cm,83,
826,25-01-84,1,A,Conductivity,umhos/cm,76,
826,06-02-84,2,A,Conductivity,umhos/cm,89,
826,23-02-84,2,A,Conductivity,umhos/cm,96,
826,07-03-84,3,A,Conductivity,umhos/cm,85,
826,22-03-84,3,A,Conductivity,umhos/cm,87,
826,05-01-94,1,A,Conductivity,umhos/cm,100,
826,15-02-94,2,A,Conductivity,umhos/cm,98.3,
826,07-03-94,3,A,Conductivity,umhos/cm,93.5,
826,21-03-94,3,A,Conductivity,umhos/cm,100.4,
826,04-04-94,4,A,Conductivity,umhos/cm,99.1,
826,18-04-94,4,A,Conductivity,umhos/cm,101,
826,02-05-94,5,A,Conductivity,umhos/cm,107.5,
826,23-05-94,5,A,Conductivity,umhos/cm,111.4,
826,06-06-94,6,A,Conductivity,umhos/cm,102.5,
826,05-07-94,7,A,Conductivity,umhos/cm,108.6,
826,03-08-94,8,A,Conductivity,umhos/cm,107,
826,06-09-94,9,A,Conductivity,umhos/cm,100.5,
826,03-10-94,10,A,Conductivity,umhos/cm,106.7,
826,02-11-94,11,A,Conductivity,umhos/cm,102.8,
826,05-12-94,12,A,Conductivity,umhos/cm,106.4,
826,18-01-95,1,A,Conductivity,umhos/cm,87.5,
826,06-02-95,2,A,Conductivity,umhos/cm,107,
826,06-03-95,3,A,Conductivity,umhos/cm,96.3,
826,20-03-95,3,A,Conductivity,umhos/cm,97.2,
826,03-04-95,4,A,Conductivity,umhos/cm,99.7,
826,17-04-95,4,A,Conductivity,umhos/cm,98.2,
826,01-05-95,5,A,Conductivity,umhos/cm,100.4,
826,15-05-95,5,A,Conductivity,umhos/cm,103.4,
826,06-06-95,6,A,Conductivity,umhos/cm,100.5,
826,11-07-95,7,A,Conductivity,umhos/cm,106,
826,02-08-95,8,A,Conductivity,umhos/cm,101.8,
826,11-09-95,9,A,Conductivity,umhos/cm,98,0.5
826,11-09-95,9,A,Conductivity,umhos/cm,113.6,
826,04-10-95,10,A,Conductivity,umhos/cm,163,
826,06-11-95,11,A,Conductivity,umhos/cm,100.5,
826,04-12-95,12,A,Conductivity,umhos/cm,102.6,
826,04-12-95,12,A,Conductivity,umhos/cm,102.6,
826,02-01-96,1,A,Conductivity,umhos/cm,99.7,
826,06-02-96,2,A,Conductivity,umhos/cm,98.2,
826,05-03-96,3,A,Conductivity,umhos/cm,97.5,
826,20-03-96,3,A,Conductivity,umhos/cm,95.6,
826,08-04-96,4,A,Conductivity,umhos/cm,98.9,
826,23-04-96,4,A,Conductivity,umhos/cm,84.3,
826,07-05-96,5,A,Conductivity,umhos/cm,97.9,
826,22-05-96,5,A,Conductivity,umhos/cm,99.1,
826,03-06-96,6,A,Conductivity,umhos/cm,101.6,
826,17-06-96,6,A,Conductivity,umhos/cm,98.5,
826,01-07-96,7,A,Conductivity,umhos/cm,101.3,
826,25-07-96,7,A,Conductivity,umhos/cm,105.8,
826,05-08-96,8,A,Conductivity,umhos/cm,102.3,
826,20-08-96,8,A,Conductivity,umhos/cm,102.5,
826,04-09-96,9,A,Conductivity,umhos/cm,101.3,
826,16-09-96,9,A,Conductivity,umhos/cm,100.5,
826,03-10-96,10,A,Conductivity,umhos/cm,104,
826,05-11-96,11,A,Conductivity,umhos/cm,89.2,
826,03-12-96,12,A,Conductivity,umhos/cm,98.2,
826,23-01-97,1,A,Conductivity,umhos/cm,85.7,
826,04-02-97,2,A,Conductivity,umhos/cm,85.6,
826,04-03-97,3,A,Conductivity,umhos/cm,92.7,
826,01-04-97,4,A,Conductivity,umhos/cm,92.3,
826,06-05-97,5,A,Conductivity,umhos/cm,88.9,
826,04-06-97,6,A,Conductivity,umhos/cm,94.2,
826,05-08-97,8,A,Conductivity,umhos/cm,93,
826,05-08-97,8,A,Conductivity,umhos/cm,93.2,
826,03-09-97,9,A,Conductivity,umhos/cm,94.5,
826,07-10-97,10,A,Conductivity,umhos/cm,91.1,
826,04-11-97,11,A,Conductivity,umhos/cm,92.1,
826,02-12-97,12,A,Conductivity,umhos/cm,87.5,
826,06-01-98,1,A,Conductivity,umhos/cm,86.7,
826,02-02-98,2,A,Conductivity,umhos/cm,90.3,
826,02-03-98,3,A,Conductivity,umhos/cm,92.1,
826,02-03-98,3,A,Conductivity,umhos/cm,92.5,
826,23-03-98,3,A,Conductivity,umhos/cm,96,
826,07-04-98,4,A,Conductivity,umhos/cm,101,
826,07-04-98,4,A,Conductivity,umhos/cm,101,
826,20-04-98,4,A,Conductivity,umhos/cm,99.4,
826,20-04-98,4,A,Conductivity,umhos/cm,101.3,
826,04-05-98,5,A,Conductivity,umhos/cm,101,
826,02-06-98,6,A,Conductivity,umhos/cm,98.7,
826,07-07-98,7,A,Conductivity,umhos/cm,99.7,
826,04-08-98,8,A,Conductivity,umhos/cm,101,
826,04-08-98,8,A,Conductivity,umhos/cm,102,
826,09-09-98,9,A,Conductivity,umhos/cm,102,
826,09-09-98,9,A,Conductivity,umhos/cm,102,
826,06-10-98,10,A,Conductivity,umhos/cm,106,
826,06-10-98,10,A,Conductivity,umhos/cm,106,
826,03-11-98,11,A,Conductivity,umhos/cm,101,
826,03-11-98,11,A,Conductivity,umhos/cm,101,
826,30-11-98,11,A,Conductivity,umhos/cm,96.9,
826,30-11-98,11,A,Conductivity,umhos/cm,97,
826,04-01-99,1,A,Conductivity,umhos/cm,104,
826,04-01-99,1,A,Conductivity,umhos/cm,104,
826,01-02-99,2,A,Conductivity,umhos/cm,91,0.5
826,01-02-99,2,A,Conductivity,umhos/cm,89.2,0.5
826,01-02-99,2,A,Conductivity,umhos/cm,98.5,
826,01-02-99,2,A,Conductivity,umhos/cm,98.8,
826,22-03-99,3,A,Conductivity,umhos/cm,87.8,
826,05-04-99,4,A,Conductivity,umhos/cm,85.6,
826,05-04-99,4,A,Conductivity,umhos/cm,85.7,
826,03-05-99,5,A,Conductivity,umhos/cm,99.3,
826,07-06-99,6,A,Conductivity,umhos/cm,107,
826,07-06-99,6,A,Conductivity,umhos/cm,106,
826,06-07-99,7,A,Conductivity,umhos/cm,105,
826,06-07-99,7,A,Conductivity,umhos/cm,105,
826,19-07-99,7,A,Conductivity,umhos/cm,99.5,
826,02-08-99,8,A,Conductivity,umhos/cm,102,
826,02-08-99,8,A,Conductivity,umhos/cm,102,
826,16-08-99,8,A,Conductivity,umhos/cm,112.8,
826,04-10-99,10,A,Conductivity,umhos/cm,0,
826,01-11-99,11,A,Conductivity,umhos/cm,97.2,
826,01-11-99,11,A,Conductivity,umhos/cm,97.2,
826,09-12-99,12,A,Conductivity,umhos/cm,110,
826,09-12-99,12,A,Conductivity,umhos/cm,110,
826,03-01-00,1,A,Conductivity,umhos/cm,103.2,
826,03-01-00,1,A,Conductivity,umhos/cm,103.2,
826,07-02-00,2,A,Conductivity,umhos/cm,91.8,
826,07-02-00,2,A,Conductivity,umhos/cm,91.9,
826,06-03-00,3,A,Conductivity,umhos/cm,101.4,
826,06-03-00,3,A,Conductivity,umhos/cm,100.8,
826,20-03-00,3,A,Conductivity,umhos/cm,89.8,
826,03-04-00,4,A,Conductivity,umhos/cm,96.6,
826,03-04-00,4,A,Conductivity,umhos/cm,96.7,
826,20-04-00,4,A,Conductivity,umhos/cm,98.1,
826,01-05-00,5,A,Conductivity,umhos/cm,91.1,
826,01-05-00,5,A,Conductivity,umhos/cm,91.3,
826,15-05-00,5,A,Conductivity,umhos/cm,86.4,
826,06-06-00,6,A,Conductivity,umhos/cm,92,
826,06-06-00,6,A,Conductivity,umhos/cm,91.6,
826,03-07-00,7,A,Conductivity,umhos/cm,101.9,
826,03-07-00,7,A,Conductivity,umhos/cm,102.1,
826,17-07-00,7,A,Conductivity,umhos/cm,96.2,
826,07-08-00,8,A,Conductivity,umhos/cm,102.8,
826,05-09-00,9,A,Conductivity,umhos/cm,99.28,
826,05-09-00,9,A,Conductivity,umhos/cm,99.56,
826,30-10-00,10,A,Conductivity,umhos/cm,98.2,
826,30-10-00,10,A,Conductivity,umhos/cm,98.1,
826,05-12-00,12,A,Conductivity,umhos/cm,93.1,
826,02-01-01,1,A,Conductivity,umhos/cm,92.1,
826,02-01-01,1,A,Conductivity,umhos/cm,91.8,
826,31-01-01,1,A,Conductivity,umhos/cm,99.5,
826,31-01-01,1,A,Conductivity,umhos/cm,99.2,
826,28-02-01,2,A,Conductivity,umhos/cm,93.3,
826,28-02-01,2,A,Conductivity,umhos/cm,93.3,
826,02-04-01,4,A,Conductivity,umhos/cm,94.7,
826,02-04-01,4,A,Conductivity,umhos/cm,95,
826,16-04-01,4,A,Conductivity,umhos/cm,96.3,
826,01-05-01,5,A,Conductivity,umhos/cm,97.6,
826,01-05-01,5,A,Conductivity,umhos/cm,97.4,
826,22-05-01,5,A,Conductivity,umhos/cm,86.5,
826,29-05-01,5,A,Conductivity,umhos/cm,99.5,
826,29-05-01,5,A,Conductivity,umhos/cm,99.5,
826,18-06-01,6,A,Conductivity,umhos/cm,102.4,
826,06-08-01,8,A,Conductivity,umhos/cm,101,
826,04-09-01,9,A,Conductivity,umhos/cm,103,
826,17-09-01,9,A,Conductivity,umhos/cm,90.8,
826,05-11-01,11,A,Conductivity,umhos/cm,0,
826,05-11-01,11,A,Conductivity,umhos/cm,101,
826,07-01-02,1,A,Conductivity,umhos/cm,93.1,
826,07-01-02,1,A,Conductivity,umhos/cm,93.2,
826,30-01-02,1,A,Conductivity,umhos/cm,93.9,
826,04-03-02,3,A,Conductivity,umhos/cm,94.6,
826,04-03-02,3,A,Conductivity,umhos/cm,94.3,
826,20-03-02,3,A,Conductivity,umhos/cm,92.5,
826,01-04-02,4,A,Conductivity,umhos/cm,95.2,
826,01-04-02,4,A,Conductivity,umhos/cm,95.1,
826,15-04-02,4,A,Conductivity,umhos/cm,94.7,
826,06-05-02,5,A,Conductivity,umhos/cm,94.8,
826,06-05-02,5,A,Conductivity,umhos/cm,94.5,
826,20-05-02,5,A,Conductivity,umhos/cm,97,
826,03-06-02,6,A,Conductivity,umhos/cm,0,
826,03-06-02,6,A,Conductivity,umhos/cm,97.4,
826,01-07-02,7,A,Conductivity,umhos/cm,0,
826,01-07-02,7,A,Conductivity,umhos/cm,97.9,
826,15-07-02,7,A,Conductivity,umhos/cm,95.9,
826,20-08-02,8,A,Conductivity,umhos/cm,97.2,
826,03-09-02,9,A,Conductivity,umhos/cm,0,
826,03-09-02,9,A,Conductivity,umhos/cm,95.9,
826,08-10-02,10,A,Conductivity,umhos/cm,101.3,
826,08-10-02,10,A,Conductivity,umhos/cm,101.3,
826,05-11-02,11,A,Conductivity,umhos/cm,97,
826,05-11-02,11,A,Conductivity,umhos/cm,97,
826,02-12-02,12,A,Conductivity,umhos/cm,98.3,
826,06-01-03,1,A,Conductivity,umhos/cm,94.8,
826,06-01-03,1,A,Conductivity,umhos/cm,94.7,
826,04-02-03,2,A,Conductivity,umhos/cm,94.8,
826,03-03-03,3,A,Conductivity,umhos/cm,99.5,
826,03-03-03,3,A,Conductivity,umhos/cm,99.6,
826,22-04-03,4,A,Conductivity,umhos/cm,101.7,
826,19-05-03,5,A,Conductivity,umhos/cm,101.1,
826,02-06-03,6,A,Conductivity,umhos/cm,99.3,
826,16-06-03,6,A,Conductivity,umhos/cm,99.9,
826,07-07-03,7,A,Conductivity,umhos/cm,97.6,
826,21-07-03,7,A,Conductivity,umhos/cm,100.4,
826,04-08-03,8,A,Conductivity,umhos/cm,102.2,
826,18-08-03,8,A,Conductivity,umhos/cm,103.5,
826,02-09-03,9,A,Conductivity,umhos/cm,99.9,
826,15-09-03,9,A,Conductivity,umhos/cm,98.8,
826,21-10-03,10,A,Conductivity,umhos/cm,99,
826,03-11-03,11,A,Conductivity,umhos/cm,100.3,
804,03-05-99,5,A,Conductivity,umhos/cm,108,
804,07-09-99,9,A,Conductivity,umhos/cm,118,
804,28-02-01,2,A,Conductivity,umhos/cm,109,
804,06-08-01,8,A,Conductivity,umhos/cm,103,
804,04-09-01,9,A,Conductivity,umhos/cm,103,
804,05-11-01,11,A,Conductivity,umhos/cm,99,
804,06-05-02,5,A,Conductivity,umhos/cm,87.9,
804,03-06-02,6,A,Conductivity,umhos/cm,96.6,
804,19-06-02,6,A,Conductivity,umhos/cm,102.4,
804,02-12-02,12,A,Conductivity,umhos/cm,99.6,
804,03-03-03,3,A,Conductivity,umhos/cm,102,
804,20-03-03,3,A,Conductivity,umhos/cm,115.2,
804,07-10-03,10,A,Conductivity,umhos/cm,105,
807,25-05-99,5,A,Conductivity,umhos/cm,89.5,
807,15-05-00,5,A,Conductivity,umhos/cm,86.5,
807,07-08-00,8,A,Conductivity,umhos/cm,102.5,
807,05-12-00,12,A,Conductivity,umhos/cm,96.9,
807,02-01-01,1,A,Conductivity,umhos/cm,97.5,
807,28-02-01,2,A,Conductivity,umhos/cm,100,
807,06-08-01,8,A,Conductivity,umhos/cm,102,
807,03-06-02,6,A,Conductivity,umhos/cm,94.6,
807,01-07-02,7,A,Conductivity,umhos/cm,98.1,
807,16-09-02,9,A,Conductivity,umhos/cm,103.9,
814,04-11-97,11,A,Conductivity,umhos/cm,91.7,
814,03-05-99,5,A,Conductivity,umhos/cm,99.2,
814,25-05-99,5,A,Conductivity,umhos/cm,88.8,
814,06-07-99,7,A,Conductivity,umhos/cm,106,
814,19-07-99,7,A,Conductivity,umhos/cm,99.8,
814,07-09-99,9,A,Conductivity,umhos/cm,114,
814,04-10-99,10,A,Conductivity,umhos/cm,107,
814,01-11-99,11,A,Conductivity,umhos/cm,96.3,
814,15-05-00,5,A,Conductivity,umhos/cm,86.6,
814,17-07-00,7,A,Conductivity,umhos/cm,97.6,
814,18-09-00,9,A,Conductivity,umhos/cm,98.4,
814,02-01-01,1,A,Conductivity,umhos/cm,96.3,
814,20-03-01,3,A,Conductivity,umhos/cm,96.6,
814,16-07-01,7,A,Conductivity,umhos/cm,96.8,
814,17-09-01,9,A,Conductivity,umhos/cm,90.6,
814,01-10-01,10,A,Conductivity,umhos/cm,109,
814,04-12-01,12,A,Conductivity,umhos/cm,96.8,
814,20-03-02,3,A,Conductivity,umhos/cm,92.1,
814,15-04-02,4,A,Conductivity,umhos/cm,92.7,
814,20-05-02,5,A,Conductivity,umhos/cm,99.2,
814,03-06-02,6,A,Conductivity,umhos/cm,93,
814,15-07-02,7,A,Conductivity,umhos/cm,96.5,
814,20-03-03,3,A,Conductivity,umhos/cm,97.1,
814,09-04-03,4,A,Conductivity,umhos/cm,95,
814,22-04-03,4,A,Conductivity,umhos/cm,99,
814,04-08-03,8,A,Conductivity,umhos/cm,105,
817,03-05-99,5,A,Conductivity,umhos/cm,101,
817,19-07-99,7,A,Conductivity,umhos/cm,100,
817,07-09-99,9,A,Conductivity,umhos/cm,116,
817,15-05-00,5,A,Conductivity,umhos/cm,91.2,
817,18-09-00,9,A,Conductivity,umhos/cm,100,
817,05-12-00,12,A,Conductivity,umhos/cm,97.8,
817,01-05-01,5,A,Conductivity,umhos/cm,103,
817,01-10-01,10,A,Conductivity,umhos/cm,109,
817,05-11-01,11,A,Conductivity,umhos/cm,97.1,
817,15-04-02,4,A,Conductivity,umhos/cm,94.8,
817,19-06-02,6,A,Conductivity,umhos/cm,99.8,
817,06-01-03,1,A,Conductivity,umhos/cm,96.4,
817,07-07-03,7,A,Conductivity,umhos/cm,98.5,
817,04-08-03,8,A,Conductivity,umhos/cm,106,
826,01-03-99,3,A,Conductivity,umhos/cm,91.6,
826,22-04-99,4,A,Conductivity,umhos/cm,89.2,
826,03-05-99,5,A,Conductivity,umhos/cm,99.3,
826,07-09-99,9,A,Conductivity,umhos/cm,114,
826,07-09-99,9,A,Conductivity,umhos/cm,114,
826,22-09-99,9,A,Conductivity,umhos/cm,109.3,
826,19-06-00,6,A,Conductivity,umhos/cm,96.3,
826,19-06-00,6,A,Conductivity,umhos/cm,96.3,
826,07-08-00,8,A,Conductivity,umhos/cm,103,
826,02-10-00,10,A,Conductivity,umhos/cm,96.4,
826,05-12-00,12,A,Conductivity,umhos/cm,93,
826,20-03-01,3,A,Conductivity,umhos/cm,94.9,
826,03-07-01,7,A,Conductivity,umhos/cm,103,
826,03-07-01,7,A,Conductivity,umhos/cm,103,
826,16-07-01,7,A,Conductivity,umhos/cm,97.3,
826,06-08-01,8,A,Conductivity,umhos/cm,100,
826,20-08-01,8,A,Conductivity,umhos/cm,103.4,
826,01-10-01,10,A,Conductivity,umhos/cm,102,
826,01-10-01,10,A,Conductivity,umhos/cm,102,
826,30-01-02,1,A,Conductivity,umhos/cm,93.9,
826,19-06-02,6,A,Conductivity,umhos/cm,98.8,
826,05-08-02,8,A,Conductivity,umhos/cm,97.6,
826,05-08-02,8,A,Conductivity,umhos/cm,97.6,
826,20-03-03,3,A,Conductivity,umhos/cm,98.5,
826,09-04-03,4,A,Conductivity,umhos/cm,96.7,
826,09-04-03,4,A,Conductivity,umhos/cm,96.7,
826,21-07-03,7,A,Conductivity,umhos/cm,100.4,
826,07-10-03,10,A,Conductivity,umhos/cm,102.4,
804,17-07-00,7,A,Conductivity,umhos/cm,100.3,
807,15-04-02,4,A,Conductivity,umhos/cm,93,
807,03-03-03,3,A,Conductivity,umhos/cm,102,
814,19-06-00,6,A,Conductivity,umhos/cm,97.3,
814,19-06-00,6,A,Conductivity,umhos/cm,97.3,
814,03-03-03,3,A,Conductivity,umhos/cm,101,
817,17-07-00,7,A,Conductivity,umhos/cm,100,
817,02-01-01,1,A,Conductivity,umhos/cm,97,
817,29-05-01,5,A,Conductivity,umhos/cm,98.8,
826,01-03-99,3,A,Conductivity,umhos/cm,91.5,
826,25-05-99,5,A,Conductivity,umhos/cm,88.4,
826,18-09-00,9,A,Conductivity,umhos/cm,99.4,
826,02-10-00,10,A,Conductivity,umhos/cm,96.5,
826,07-07-03,7,A,Conductivity,umhos/cm,97.6,
804,29-05-01,5,A,Conductivity,umhos/cm,99.9,
807,20-03-01,3,A,Conductivity,umhos/cm,97,
826,04-08-03,8,A,Conductivity,umhos/cm,102.4,
826,21-08-00,8,A,Conductivity,umhos/cm,92.5,
804,20-03-01,3,A,Conductivity,umhos/cm,102.2,
807,19-06-00,6,A,Conductivity,umhos/cm,98.8,
807,19-06-00,6,A,Conductivity,umhos/cm,98.8,
814,21-08-00,8,A,Conductivity,umhos/cm,89.8,
804,20-04-00,4,A,Conductivity,umhos/cm,104.4,
807,20-04-00,4,A,Conductivity,umhos/cm,97.7,
814,20-04-00,4,A,Conductivity,umhos/cm,97.3,
814,03-06-02,6,A,Conductivity,umhos/cm,92.6,
804,03-06-02,6,A,Conductivity,umhos/cm,96.3,
826,20-04-00,4,A,Conductivity,umhos/cm,97.2,
826,01-07-02,7,A,Conductivity,umhos/cm,97.1,
826,02-09-03,9,A,Conductivity,umhos/cm,99.9,
826,03-11-03,11,A,Conductivity,umhos/cm,100.3,
826,05-05-03,5,A,Conductivity,umhos/cm,97.1,
817,04-09-01,9,A,Conductivity,umhos/cm,102,
807,04-12-01,12,A,Conductivity,umhos/cm,99.2,
817,20-08-02,8,A,Conductivity,umhos/cm,98.6,
804,21-08-00,8,A,Conductivity,umhos/cm,93.7,
804,20-08-01,8,A,Conductivity,umhos/cm,104.3,
807,05-04-99,4,A,Conductivity,umhos/cm,85.6,
807,19-07-99,7,A,Conductivity,umhos/cm,101,
807,05-09-00,9,A,Conductivity,umhos/cm,97.2,
807,02-04-01,4,A,Conductivity,umhos/cm,88.3,
807,02-04-01,4,A,Conductivity,umhos/cm,88.3,
807,01-05-01,5,A,Conductivity,umhos/cm,102,
807,16-07-01,7,A,Conductivity,umhos/cm,98.6,
807,29-01-02,1,A,Conductivity,umhos/cm,99.9,
807,19-03-02,3,A,Conductivity,umhos/cm,85.6,
807,03-06-02,6,A,Conductivity,umhos/cm,92.6,
807,05-08-02,8,A,Conductivity,umhos/cm,102,
807,16-09-02,9,A,Conductivity,umhos/cm,104,
814,20-04-00,4,A,Conductivity,umhos/cm,96.9,
814,29-01-01,1,A,Conductivity,umhos/cm,94.9,
817,05-04-99,4,A,Conductivity,umhos/cm,87,
817,06-08-01,8,A,Conductivity,umhos/cm,102,
817,05-11-01,11,A,Conductivity,umhos/cm,97.1,
817,01-04-02,4,A,Conductivity,umhos/cm,96.7,
804,07-01-92,1,A,Conductivity,umhos/cm,97,
804,04-02-92,2,A,Conductivity,umhos/cm,106,
804,02-03-92,3,A,Conductivity,umhos/cm,112,
804,23-03-92,3,A,Conductivity,umhos/cm,116,
804,06-04-92,4,A,Conductivity,umhos/cm,105,
804,20-04-92,4,A,Conductivity,umhos/cm,104,
804,04-05-92,5,A,Conductivity,umhos/cm,94,
804,18-05-92,5,A,Conductivity,umhos/cm,100,
804,01-06-92,6,A,Conductivity,umhos/cm,89,
804,06-07-92,7,A,Conductivity,umhos/cm,105,
804,03-08-92,8,A,Conductivity,umhos/cm,104,
804,08-09-92,9,A,Conductivity,umhos/cm,102,
804,05-10-92,10,A,Conductivity,umhos/cm,96,
804,02-11-92,11,A,Conductivity,umhos/cm,97,
804,01-12-92,12,A,Conductivity,umhos/cm,102,
804,04-01-93,1,A,Conductivity,umhos/cm,103,
804,03-04-95,4,A,Conductivity,umhos/cm,103.4,
804,04-11-97,11,A,Conductivity,umhos/cm,95.1,
804,23-03-98,3,A,Conductivity,umhos/cm,110.8,
804,25-05-99,5,A,Conductivity,umhos/cm,89.6,
804,20-04-00,4,A,Conductivity,umhos/cm,99.3,
804,21-08-00,8,A,Conductivity,umhos/cm,93.1,
804,03-06-02,6,A,Conductivity,umhos/cm,95.5,
804,22-04-03,4,A,Conductivity,umhos/cm,99.8,
807,01-04-81,4,A,Conductivity,umhos/cm,90,
807,15-04-81,4,A,Conductivity,umhos/cm,89,
807,27-04-81,4,A,Conductivity,umhos/cm,95,
807,12-05-81,5,A,Conductivity,umhos/cm,94,
807,02-06-81,6,A,Conductivity,umhos/cm,93,
807,17-06-81,6,A,Conductivity,umhos/cm,92,
807,30-06-81,6,A,Conductivity,umhos/cm,94,
807,15-07-81,7,A,Conductivity,umhos/cm,92,
807,28-07-81,7,A,Conductivity,umhos/cm,92,
807,12-08-81,8,A,Conductivity,umhos/cm,94,
807,25-08-81,8,A,Conductivity,umhos/cm,105,
807,09-09-81,9,A,Conductivity,umhos/cm,90,
807,23-09-81,9,A,Conductivity,umhos/cm,91,
807,13-10-81,10,A,Conductivity,umhos/cm,94,
807,27-10-81,10,A,Conductivity,umhos/cm,92,
807,12-11-81,11,A,Conductivity,umhos/cm,94,
807,23-11-81,11,A,Conductivity,umhos/cm,104,
807,08-12-81,12,A,Conductivity,umhos/cm,94,
807,06-01-82,1,A,Conductivity,umhos/cm,91,
807,08-02-82,2,A,Conductivity,umhos/cm,96,
807,16-02-82,2,A,Conductivity,umhos/cm,93,
807,02-03-82,3,A,Conductivity,umhos/cm,94,
807,15-03-82,3,A,Conductivity,umhos/cm,95,
807,14-04-82,4,A,Conductivity,umhos/cm,85,
807,29-04-82,4,A,Conductivity,umhos/cm,78,
807,11-05-82,5,A,Conductivity,umhos/cm,93,
807,24-05-82,5,A,Conductivity,umhos/cm,94,
807,07-06-82,6,A,Conductivity,umhos/cm,94,
807,28-06-82,6,A,Conductivity,umhos/cm,91,
807,13-07-82,7,A,Conductivity,umhos/cm,92,
807,26-07-82,7,A,Conductivity,umhos/cm,95,
807,09-08-82,8,A,Conductivity,umhos/cm,94,
807,23-08-82,8,A,Conductivity,umhos/cm,88,
807,07-09-82,9,A,Conductivity,umhos/cm,89,
807,27-09-82,9,A,Conductivity,umhos/cm,83,
807,11-10-82,10,A,Conductivity,umhos/cm,89,
807,27-10-82,10,A,Conductivity,umhos/cm,89,
807,09-11-82,11,A,Conductivity,umhos/cm,89,
807,22-11-82,11,A,Conductivity,umhos/cm,92,
807,07-12-82,12,A,Conductivity,umhos/cm,92,
807,20-12-82,12,A,Conductivity,umhos/cm,86,
807,17-01-83,1,A,Conductivity,umhos/cm,91,
807,08-02-83,2,A,Conductivity,umhos/cm,95,
807,22-02-83,2,A,Conductivity,umhos/cm,90,
807,08-06-83,6,A,Conductivity,umhos/cm,80,
807,28-09-83,9,A,Conductivity,umhos/cm,96,
807,07-12-83,12,A,Conductivity,umhos/cm,87,
